,plotID,errorLocation,errorType,errorMsg
136,STREATHAM_S6.1_P1231_R1,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S6.1_P1231_R1 is already in a fallow state. You cannot terminate a fallow state
137,STREATHAM_S6.1_P1231_R2,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S6.1_P1231_R2 is already in a fallow state. You cannot terminate a fallow state
138,STREATHAM_S6.2_P1231_R2,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S6.2_P1231_R2 is already in a fallow state. You cannot terminate a fallow state
139,STREATHAM_S6.1_P1231_R3,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S6.1_P1231_R3 is already in a fallow state. You cannot terminate a fallow state
140,STREATHAM_S6.2_P1231_R3,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S6.2_P1231_R3 is already in a fallow state. You cannot terminate a fallow state
141,STREATHAM_S6.1_P2312_R1,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S6.1_P2312_R1 is already in a fallow state. You cannot terminate a fallow state
142,STREATHAM_S6.2_P2312_R1,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S6.2_P2312_R1 is already in a fallow state. You cannot terminate a fallow state
143,STREATHAM_S6.1_P2312_R2,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S6.1_P2312_R2 is already in a fallow state. You cannot terminate a fallow state
144,STREATHAM_S6.2_P2312_R2,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S6.2_P2312_R2 is already in a fallow state. You cannot terminate a fallow state
145,STREATHAM_S6.1_P2312_R3,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S6.1_P2312_R3 is already in a fallow state. You cannot terminate a fallow state
146,STREATHAM_S6.2_P2312_R3,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S6.2_P2312_R3 is already in a fallow state. You cannot terminate a fallow state
147,STREATHAM_S6.1_P3123_R1,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S6.1_P3123_R1 is already in a fallow state. You cannot terminate a fallow state
148,STREATHAM_S6.2_P3123_R1,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S6.2_P3123_R1 is already in a fallow state. You cannot terminate a fallow state
149,STREATHAM_S6.2_P3123_R2,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S6.2_P3123_R2 is already in a fallow state. You cannot terminate a fallow state
150,STREATHAM_S6.1_P3123_R2,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S6.1_P3123_R2 is already in a fallow state. You cannot terminate a fallow state
151,STREATHAM_S6.2_P3123_R3,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S6.2_P3123_R3 is already in a fallow state. You cannot terminate a fallow state
152,STREATHAM_S6.1_P3123_R3,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S6.1_P3123_R3 is already in a fallow state. You cannot terminate a fallow state
153,STREATHAM_S7_P1234_R1,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S7_P1234_R1 is already in a fallow state. You cannot terminate a fallow state
154,STREATHAM_S7_P1234_R2,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S7_P1234_R2 is already in a fallow state. You cannot terminate a fallow state
155,STREATHAM_S7_P1234_R3,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S7_P1234_R3 is already in a fallow state. You cannot terminate a fallow state
156,STREATHAM_S7_P2341_R1,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S7_P2341_R1 is already in a fallow state. You cannot terminate a fallow state
157,STREATHAM_S7_P2341_R2,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S7_P2341_R2 is already in a fallow state. You cannot terminate a fallow state
158,STREATHAM_S7_P2341_R3,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S7_P2341_R3 is already in a fallow state. You cannot terminate a fallow state
159,STREATHAM_S7_P3412_R1,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S7_P3412_R1 is already in a fallow state. You cannot terminate a fallow state
160,STREATHAM_S7_P3412_R2,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S7_P3412_R2 is already in a fallow state. You cannot terminate a fallow state
161,STREATHAM_S7_P3412_R3,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S7_P3412_R3 is already in a fallow state. You cannot terminate a fallow state
162,STREATHAM_S7_P4123_R1,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S7_P4123_R1 is already in a fallow state. You cannot terminate a fallow state
163,STREATHAM_S7_P4123_R2,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S7_P4123_R2 is already in a fallow state. You cannot terminate a fallow state
164,STREATHAM_S7_P4123_R3,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S7_P4123_R3 is already in a fallow state. You cannot terminate a fallow state
165,STREATHAM_S8_P1231_R1,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S8_P1231_R1 is already in a fallow state. You cannot terminate a fallow state
166,STREATHAM_S8_P1231_R2,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S8_P1231_R2 is already in a fallow state. You cannot terminate a fallow state
167,STREATHAM_S8_P1231_R3,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S8_P1231_R3 is already in a fallow state. You cannot terminate a fallow state
168,STREATHAM_S8_P2312_R1,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S8_P2312_R1 is already in a fallow state. You cannot terminate a fallow state
169,STREATHAM_S8_P2312_R2,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S8_P2312_R2 is already in a fallow state. You cannot terminate a fallow state
170,STREATHAM_S8_P2312_R3,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S8_P2312_R3 is already in a fallow state. You cannot terminate a fallow state
