,site,plot,year,crop_sequence,operational_costs_dollars,material_input_costs_dollars,plot_revenue_dollars,plot_gross_margin_dollars,,Zeros,NAS
852,streatham,STREATHAM_S2.2_P4123_R2,2023,1,296,1399.8676,1818.96,123.0924,,0,0
853,streatham,STREATHAM_S2.2_P4123_R2,2024,2,240,836.633,1815.151515,738.5185153,,0,0
854,streatham,STREATHAM_S2.2_P3412_R2,2023,1,296,1399.8676,1839.09,143.2224,,0,0
855,streatham,STREATHAM_S2.2_P3412_R2,2024,2,259.5,1105.459312,963.8888889,-401.070423,,0,0
856,streatham,STREATHAM_S5_P3123_R2,2023,1,285,1354.47,1841.044,201.574,,0,0
857,streatham,STREATHAM_S5_P3123_R2,2024,2,215.5,810.964654,1733.013468,706.5488139,,0,0
858,streatham,STREATHAM_S9.1_P1212_R1,2023,1,259.5,1073.95,2863.688,1530.238,,0,0
859,streatham,STREATHAM_S9.1_P1212_R1,2024,2,215.5,876.8992772,888.888889,-203.5103882,,0,0
860,streatham,STREATHAM_S8_P3123_R2,2023,1,296,1399.8676,1897.5,201.6324,,0,0
861,streatham,STREATHAM_S8_P3123_R2,2024,2,207,659.3,0,-866.3,,0,0
862,streatham,STREATHAM_S1.3_P1212_R2,2023,1,279,1160.4,2524.076,1084.676,,0,0
863,streatham,STREATHAM_S1.3_P1212_R2,2024,2,240,831.6826,919.4444444,-152.2381556,,0,0
864,streatham,STREATHAM_S12_P0000_R9,2023,1,296,1399.8676,1739.76,43.8924,,0,0
865,streatham,STREATHAM_S13_P0000_R5,2023,1,226.5,961.9,0,-1188.4,,0,0
866,streatham,STREATHAM_S10_P1212_R2,2023,1,276.5,1123.95,2811.44,1410.99,,0,0
867,streatham,STREATHAM_S10_P1212_R2,2024,2,193.5,822.5826975,411.1111112,-604.9715863,,0,0
868,streatham,STREATHAM_S7_P2341_R2,2023,1,226.5,961.9,0,-1188.4,,0,0
869,streatham,STREATHAM_S7_P2341_R2,2024,2,215.5,815.4328279,1106.47587,75.54304177,,0,0
870,streatham,STREATHAM_S2.2_P2341_R1,2023,1,307,1275.4,2460.01,877.61,,0,0
871,streatham,STREATHAM_S2.2_P2341_R1,2024,2,259.5,1111.250761,589.8148149,-780.9359463,,0,0
872,streatham,STREATHAM_S2.4_P1234_R1,2023,1,292.5,1266.35,1340.82,-218.03,,0,0
873,streatham,STREATHAM_S2.4_P1234_R1,2024,2,248.5,916.3794221,1829.001122,664.1217003,,0,0
874,streatham,STREATHAM_S8_P1231_R2,2023,1,248.5,994.926,0,-1243.426,,0,0
875,streatham,STREATHAM_S8_P1231_R2,2024,2,215.5,767.2763931,1619.573513,636.7971197,,0,0
876,streatham,STREATHAM_S3_P1234_R3,2023,1,292.5,1266.35,1589.76,30.91,,0,0
877,streatham,STREATHAM_S3_P1234_R3,2024,2,215.5,867.2489583,1500.672043,417.9230845,,0,0
878,streatham,STREATHAM_S2.4_P3412_R1,2023,1,296,1442.3676,1840.08,101.7124,,0,0
879,streatham,STREATHAM_S2.4_P3412_R1,2024,2,259.5,1111.908935,707.4074073,-664.0015278,,0,0
880,streatham,STREATHAM_S5_P1231_R2,2023,1,307,1275.4,2909.094,1326.694,,0,0
881,streatham,STREATHAM_S5_P1231_R2,2024,2,215.5,855.0121467,1136.111111,65.59896445,,0,0
882,streatham,STREATHAM_S6.1_P2312_R2,2023,1,307,1275.4,2592.496,1010.096,,0,0
883,streatham,STREATHAM_S6.1_P2312_R2,2024,2,215.5,926.8369873,844.4444445,-297.8925428,,0,0
884,streatham,STREATHAM_S3_P2341_R3,2023,1,296,1399.8676,1948.65,252.7824,,0,0
885,streatham,STREATHAM_S3_P2341_R3,2024,2,215.5,798.0360163,1947.233423,933.6974064,,0,0
886,streatham,STREATHAM_S11_P0000_R4,2023,1,292.5,1225.4225,1616.22,98.2975,,0,0
887,streatham,STREATHAM_S8_P2312_R3,2023,1,307,1275.4,2598.716,1016.316,,0,0
888,streatham,STREATHAM_S8_P2312_R3,2024,2,215.5,889.8746395,924.983199,-180.3914405,,0,0
889,streatham,STREATHAM_S10_P2121_R1,2023,1,257,1090.88,948.09,-399.79,,0,0
890,streatham,STREATHAM_S10_P2121_R1,2024,2,215.5,819.9151902,1168.177329,132.7621385,,0,0
891,streatham,STREATHAM_S12_P0000_R4,2023,1,296,1399.8676,1829.52,133.6524,,0,0
892,streatham,STREATHAM_S1.2_P1212_R1,2023,1,307,1275.4,2713.786,1131.386,,0,0
893,streatham,STREATHAM_S1.2_P1212_R1,2024,2,240,861.0076,1084.259259,-16.74834073,,0,0
894,streatham,STREATHAM_S2.3_P2341_R3,2023,1,279,1185.4,2390.346,925.946,,0,0
895,streatham,STREATHAM_S2.3_P2341_R3,2024,2,248.5,1078.392776,974.8823924,-352.0103833,,0,0
896,streatham,STREATHAM_S6.2_P3123_R3,2023,1,296,1399.8676,1474.11,-221.7576,,0,0
897,streatham,STREATHAM_S6.2_P3123_R3,2024,2,218,646.475,0,-864.475,,0,0
898,streatham,STREATHAM_S2.2_P1234_R1,2023,1,292.5,1266.35,1274.94,-283.91,,0,0
899,streatham,STREATHAM_S2.2_P1234_R1,2024,2,248.5,910.4324656,1815.039282,656.1068163,,0,0
900,streatham,STREATHAM_S9.3_P1212_R1,2023,1,276.5,1173.95,2991.198,1540.748,,0,0
901,streatham,STREATHAM_S9.3_P1212_R1,2024,2,215.5,909.8117699,823.1481482,-302.1636217,,0,0
902,streatham,STREATHAM_S5_P2312_R2,2023,1,296,1399.8676,1795.86,99.9924,,0,0
903,streatham,STREATHAM_S5_P2312_R2,2024,2,237.5,911.8072772,1427.289562,277.9822852,,0,0
904,streatham,STREATHAM_S1.2_P2121_R1,2023,1,296,1399.8676,1995.51,299.6424,,0,0
905,streatham,STREATHAM_S1.2_P2121_R1,2024,2,240,736.39,2176.301908,1199.911908,,0,0
906,streatham,STREATHAM_S9.1_P2121_R1,2023,1,296,1399.8676,2047.32,351.4524,,0,0
907,streatham,STREATHAM_S9.1_P2121_R1,2024,2,207,654.1,1374.346802,513.2468015,,0,0
908,streatham,STREATHAM_S7_P3412_R2,2023,1,307,1275.4,2876.75,1294.35,,0,0
909,streatham,STREATHAM_S7_P3412_R2,2024,2,215.5,879.5862047,899.074074,-196.0121307,,0,0
910,streatham,STREATHAM_S2.3_P2341_R2,2023,1,279,1185.4,2520.344,1055.944,,0,0
911,streatham,STREATHAM_S2.3_P2341_R2,2024,2,248.5,1078.392776,919.4444444,-407.4483313,,0,0
912,streatham,STREATHAM_S6.2_P2312_R3,2023,1,298.5,1200.4,2281.496,782.596,,0,0
913,streatham,STREATHAM_S6.2_P2312_R3,2024,2,215.5,889.1400598,902.8057797,-201.8342801,,0,0
914,streatham,STREATHAM_S9.1_P2121_R2,2023,1,296,1399.8676,1506.12,-189.7476,,0,0
915,streatham,STREATHAM_S9.1_P2121_R2,2024,2,207,654.1,1462.114478,601.0144783,,0,0
916,streatham,STREATHAM_S13_P0000_R6,2023,1,226.5,961.9,0,-1188.4,,0,0
917,streatham,STREATHAM_S2.2_P4123_R3,2023,1,296,1399.8676,1785.3,89.4324,,0,0
918,streatham,STREATHAM_S2.2_P4123_R3,2024,2,240,836.633,1711.693548,635.0605482,,0,0
919,streatham,STREATHAM_S1.3_P2121_R1,2023,1,296,1414.8676,1446.72,-264.1476,,0,0
920,streatham,STREATHAM_S1.3_P2121_R1,2024,2,262,811.545,1801.077441,727.5324413,,0,0
921,streatham,STREATHAM_S5_P2312_R1,2023,1,296,1399.8676,1702.47,6.6024,,0,0
922,streatham,STREATHAM_S5_P2312_R1,2024,2,237.5,911.8072772,908.8832771,-240.424,,0,0
923,streatham,STREATHAM_S6.1_P1231_R2,2023,1,226.5,961.9,0,-1188.4,,0,0
924,streatham,STREATHAM_S6.1_P1231_R2,2024,2,226.5,925.4431178,1539.292929,387.3498117,,0,0
925,streatham,STREATHAM_S5_P1231_R3,2023,1,307,1275.4,2907.228,1324.828,,0,0
926,streatham,STREATHAM_S5_P1231_R3,2024,2,215.5,855.0121467,1030.325941,-40.18620581,,0,0
927,streatham,STREATHAM_S11_P0000_R7,2023,1,292.5,1225.4225,1477.62,-40.3025,,0,0
928,streatham,STREATHAM_S11_P0000_R1,2023,1,292.5,1225.4225,1560.78,42.8575,,0,0
929,streatham,STREATHAM_S1.4_P1212_R2,2023,1,307,1315.4,267.46,-1354.94,,0,0
930,streatham,STREATHAM_S1.4_P1212_R2,2024,2,248.5,1106.626674,851.8518518,-503.2748224,,0,0
931,streatham,STREATHAM_S12_P0000_R7,2023,1,296,1399.8676,1668.15,-27.7176,,0,0
932,streatham,STREATHAM_S6.1_P2312_R3,2023,1,307,1275.4,2450.68,868.28,,0,0
933,streatham,STREATHAM_S6.1_P2312_R3,2024,2,215.5,926.8369873,923.1350806,-219.2019068,,0,0
934,streatham,STREATHAM_S11_P0000_R6,2023,1,292.5,1225.4225,1514.58,-3.3425,,0,0
935,streatham,STREATHAM_S2.3_P4123_R3,2023,1,296,1414.8676,1920.27,209.4024,,0,0
936,streatham,STREATHAM_S2.3_P4123_R3,2024,2,273,932.066,1639.112903,434.0469031,,0,0
937,streatham,STREATHAM_S1.2_P1212_R2,2023,1,307,1275.4,2679.576,1097.176,,0,0
938,streatham,STREATHAM_S1.2_P1212_R2,2024,2,240,861.0076,894.4444443,-206.5631557,,0,0
939,streatham,STREATHAM_S11_P0000_R2,2023,1,292.5,1225.4225,1523.82,5.8975,,0,0
940,streatham,STREATHAM_S9.2_P2121_R2,2023,1,296,1399.8676,1608.75,-87.1176,,0,0
941,streatham,STREATHAM_S9.2_P2121_R2,2024,2,215.5,725.0014067,1531.730639,591.2292328,,0,0
942,streatham,STREATHAM_S9.2_P2121_R3,2023,1,296,1399.8676,1341.78,-354.0876,,0,0
943,streatham,STREATHAM_S9.2_P2121_R3,2024,2,215.5,725.0014067,0,-940.5014067,,0,0
944,streatham,STREATHAM_S8_P2312_R1,2023,1,307,1275.4,2501.684,919.284,,0,0
945,streatham,STREATHAM_S8_P2312_R1,2024,2,215.5,889.8746395,719.4444444,-385.9301951,,0,0
946,streatham,STREATHAM_S11_P0000_R8,2023,1,292.5,1225.4225,1546.92,28.9975,,0,0
947,streatham,STREATHAM_S11_P0000_R5,2023,1,292.5,1225.4225,1633.38,115.4575,,0,0
948,streatham,STREATHAM_S2.2_P2341_R2,2023,1,307,1275.4,2762.924,1180.524,,0,0
949,streatham,STREATHAM_S2.2_P2341_R2,2024,2,259.5,1111.250761,1066.666667,-304.0840947,,0,0
950,streatham,STREATHAM_S8_P3123_R3,2023,1,296,1399.8676,1766.16,70.2924,,0,0
951,streatham,STREATHAM_S8_P3123_R3,2024,2,207,659.3,0,-866.3,,0,0
952,streatham,STREATHAM_S10_P1212_R1,2023,1,276.5,1123.95,2735.556,1335.106,,0,0
953,streatham,STREATHAM_S10_P1212_R1,2024,2,193.5,822.5826975,337.962963,-678.1197344,,0,0
954,streatham,STREATHAM_S4_P1231_R3,2023,1,248.5,994.926,0,-1243.426,,0,0
955,streatham,STREATHAM_S4_P1231_R3,2024,2,215.5,805.4104511,1778.28741,757.3769594,,0,0
956,streatham,STREATHAM_S8_P2312_R2,2023,1,307,1275.4,2795.268,1212.868,,0,0
957,streatham,STREATHAM_S8_P2312_R2,2024,2,215.5,889.8746395,933.3333332,-172.0413063,,0,0
958,streatham,STREATHAM_S13_P0000_R4,2023,1,226.5,961.9,0,-1188.4,,0,0
959,streatham,STREATHAM_S7_P2341_R3,2023,1,226.5,961.9,0,-1188.4,,0,0
960,streatham,STREATHAM_S7_P2341_R3,2024,2,215.5,815.4328279,1099.019937,68.08710911,,0,0
961,streatham,STREATHAM_S13_P0000_R3,2023,1,226.5,1137.9,0,-1364.4,,0,0
962,streatham,STREATHAM_S13_P0000_R3,2024,2,185,1833,0,-2018,,0,0
963,streatham,STREATHAM_S1.4_P1212_R1,2023,1,307,1315.4,2919.046,1296.646,,0,0
964,streatham,STREATHAM_S1.4_P1212_R1,2024,2,248.5,1106.626674,1009.259259,-345.8674149,,0,0
965,streatham,STREATHAM_S2.3_P2341_R1,2023,1,279,1185.4,2713.786,1249.386,,0,0
966,streatham,STREATHAM_S2.3_P2341_R1,2024,2,248.5,1078.392776,1025.925926,-300.9668499,,0,0
967,streatham,STREATHAM_S3_P4123_R1,2023,1,296,1399.8676,1928.85,232.9824,,0,0
968,streatham,STREATHAM_S3_P4123_R1,2024,2,240,836.633,0,-1076.633,,0,0
969,streatham,STREATHAM_S2.1_P4123_R2,2023,1,296,1352.3676,1489.62,-158.7476,,0,0
970,streatham,STREATHAM_S2.1_P4123_R2,2024,2,240,836.633,1527.272727,450.6397271,,0,0
971,streatham,STREATHAM_S6.2_P2312_R1,2023,1,307,1275.4,2705.078,1122.678,,0,0
972,streatham,STREATHAM_S6.2_P2312_R1,2024,2,215.5,889.1400598,956.4814816,-148.1585782,,0,0
973,streatham,STREATHAM_S9.3_P1212_R3,2023,1,276.5,1173.95,2935.218,1484.768,,0,0
974,streatham,STREATHAM_S9.3_P1212_R3,2024,2,215.5,909.8117699,0,-1125.31177,,0,0
975,streatham,STREATHAM_S13_P0000_R7,2023,1,226.5,961.9,0,-1188.4,,0,0
976,streatham,STREATHAM_S9.3_P1212_R2,2023,1,276.5,1173.95,2963.208,1512.758,,0,0
977,streatham,STREATHAM_S9.3_P1212_R2,2024,2,215.5,909.8117699,974.0740739,-151.237696,,0,0
978,streatham,STREATHAM_S7_P1234_R3,2023,1,226.5,961.9,0,-1188.4,,0,0
979,streatham,STREATHAM_S7_P1234_R3,2024,2,185,611,0,-796,,0,0
980,streatham,STREATHAM_S2.4_P4123_R2,2023,1,296,1442.3676,2082.96,344.5924,,0,0
981,streatham,STREATHAM_S2.4_P4123_R2,2024,2,240,836.633,1963.636363,887.0033634,,0,0
982,streatham,STREATHAM_S7_P4123_R1,2023,1,296,1399.8676,1855.26,159.3924,,0,0
983,streatham,STREATHAM_S7_P4123_R1,2024,2,185,611,0,-796,,0,0
984,streatham,STREATHAM_S6.1_P3123_R2,2023,1,296,1399.8676,1719.96,24.0924,,0,0
985,streatham,STREATHAM_S6.1_P3123_R2,2024,2,218,646.475,0,-864.475,,0,0
986,streatham,STREATHAM_S5_P2312_R3,2023,1,296,1399.8676,1941.06,245.1924,,0,0
987,streatham,STREATHAM_S5_P2312_R3,2024,2,237.5,911.8072772,1154.883513,5.576235468,,0,0
988,streatham,STREATHAM_S9.1_P1212_R3,2023,1,259.5,1073.95,2985.6,1652.15,,0,0
989,streatham,STREATHAM_S9.1_P1212_R3,2024,2,215.5,876.8992772,1045.110887,-47.28839013,,0,0
990,streatham,STREATHAM_S4_P1231_R2,2023,1,248.5,994.926,0,-1243.426,,0,0
991,streatham,STREATHAM_S4_P1231_R2,2024,2,215.5,805.4104511,1809.803591,788.8931402,,0,0
992,streatham,STREATHAM_S2.1_P3412_R1,2023,1,296,1352.3676,1795.2,146.8324,,0,0
993,streatham,STREATHAM_S2.1_P3412_R1,2024,2,259.5,1084.72681,905.5555555,-438.6712546,,0,0
994,streatham,STREATHAM_S12_P0000_R1,2023,1,296,1399.8676,1592.58,-103.2876,,0,0
995,streatham,STREATHAM_S2.4_P2341_R2,2023,1,307,1315.4,2623.596,1001.196,,0,0
996,streatham,STREATHAM_S2.4_P2341_R2,2024,2,259.5,1141.533834,893.5185184,-507.5153153,,0,0
997,streatham,STREATHAM_S9.1_P2121_R3,2023,1,296,1399.8676,1657.59,-38.2776,,0,0
998,streatham,STREATHAM_S9.1_P2121_R3,2024,2,207,654.1,1834.022178,972.9221776,,0,0
999,streatham,STREATHAM_S1.2_P2121_R2,2023,1,296,1399.8676,2000.46,304.5924,,0,0
1000,streatham,STREATHAM_S1.2_P2121_R2,2024,2,240,736.39,1844.708193,868.318193,,0,0
1001,streatham,STREATHAM_S2.2_P3412_R1,2023,1,296,1399.8676,1930.83,234.9624,,0,0
1002,streatham,STREATHAM_S2.2_P3412_R1,2024,2,259.5,1105.459312,1004.62963,-360.3296823,,0,0
1003,streatham,STREATHAM_S1.1_P2121_R2,2023,1,296,1352.3676,1815,166.6324,,0,0
1004,streatham,STREATHAM_S1.1_P2121_R2,2024,2,248.5,852.0550362,2033.193041,932.6380052,,0,0
1005,streatham,STREATHAM_S4_P2312_R1,2023,1,307,1275.4,2636.658,1054.258,,0,0
1006,streatham,STREATHAM_S4_P2312_R1,2024,2,215.5,885.3147844,503.7037038,-597.1110806,,0,0
1007,streatham,STREATHAM_S2.4_P1234_R2,2023,1,292.5,1266.35,1542.24,-16.61,,0,0
1008,streatham,STREATHAM_S2.4_P1234_R2,2024,2,248.5,916.3794221,1933.714927,768.8355048,,0,0
1009,streatham,STREATHAM_S2.2_P1234_R2,2023,1,292.5,1266.35,1380.78,-178.07,,0,0
1010,streatham,STREATHAM_S2.2_P1234_R2,2024,2,248.5,910.4324656,1720.796857,561.8643917,,0,0
1011,streatham,STREATHAM_S6.2_P2312_R2,2023,1,307,1275.4,2568.86,986.46,,0,0
1012,streatham,STREATHAM_S6.2_P2312_R2,2024,2,215.5,889.1400598,899.9999999,-204.6400599,,0,0
1013,streatham,STREATHAM_S4_P3123_R2,2023,1,296,1399.8676,1755.6,59.7324,,0,0
1014,streatham,STREATHAM_S4_P3123_R2,2024,2,196,635,0,-831,,0,0
1015,streatham,STREATHAM_S9.2_P1212_R3,2023,1,276.5,1123.95,0,-1400.45,,0,0
1016,streatham,STREATHAM_S9.2_P1212_R3,2024,2,215.5,877.9735091,975.8064515,-117.6670575,,0,0
1017,streatham,STREATHAM_S2.4_P2341_R1,2023,1,307,1315.4,2797.134,1174.734,,0,0
1018,streatham,STREATHAM_S2.4_P2341_R1,2024,2,259.5,1141.533834,1068.518519,-332.515315,,0,0
1019,streatham,STREATHAM_S5_P3123_R3,2023,1,285,1354.47,1722.142,82.672,,0,0
1020,streatham,STREATHAM_S5_P3123_R3,2024,2,215.5,810.964654,1957.683692,931.219038,,0,0
1021,streatham,STREATHAM_S10_P2121_R3,2023,1,257,1090.88,1148.07,-199.81,,0,0
1022,streatham,STREATHAM_S10_P2121_R3,2024,2,215.5,819.9151902,1092.18694,56.7717498,,0,0
1023,streatham,STREATHAM_S7_P3412_R3,2023,1,307,1275.4,2575.702,993.302,,0,0
1024,streatham,STREATHAM_S7_P3412_R3,2024,2,215.5,879.5862047,1007.224463,-87.86174218,,0,0
1025,streatham,STREATHAM_S2.3_P4123_R2,2023,1,296,1414.8676,1638.45,-72.4176,,0,0
1026,streatham,STREATHAM_S2.3_P4123_R2,2024,2,273,932.066,1533.333333,328.2673334,,0,0
1027,streatham,STREATHAM_S1.4_P2121_R3,2023,1,296,1442.3676,1623.6,-114.7676,,0,0
1028,streatham,STREATHAM_S1.4_P2121_R3,2024,2,248.5,903.0347554,2241.582661,1090.047906,,0,0
1029,streatham,STREATHAM_S3_P2341_R1,2023,1,296,1399.8676,1890.57,194.7024,,0,0
1030,streatham,STREATHAM_S3_P2341_R1,2024,2,215.5,798.0360163,2303.703704,1290.167688,,0,0
1031,streatham,STREATHAM_S9.2_P1212_R2,2023,1,276.5,1123.95,2670.246,1269.796,,0,0
1032,streatham,STREATHAM_S9.2_P1212_R2,2024,2,215.5,877.9735091,889.8148149,-203.6586942,,0,0
1033,streatham,STREATHAM_S6.2_P3123_R1,2023,1,296,1399.8676,1974.72,278.8524,,0,0
1034,streatham,STREATHAM_S6.2_P3123_R1,2024,2,218,646.475,0,-864.475,,0,0
1035,streatham,STREATHAM_S2.4_P3412_R2,2023,1,296,1442.3676,1596.21,-142.1576,,0,0
1036,streatham,STREATHAM_S2.4_P3412_R2,2024,2,259.5,1111.908935,995.3703705,-376.0385646,,0,0
1037,streatham,STREATHAM_S3_P1234_R1,2023,1,292.5,1266.35,1189.08,-369.77,,0,0
1038,streatham,STREATHAM_S3_P1234_R1,2024,2,215.5,867.2489583,968.5185187,-114.2304397,,0,0
1039,streatham,STREATHAM_S2.3_P3412_R1,2023,1,296,1414.8676,1283.37,-427.4976,,0,0
1040,streatham,STREATHAM_S2.3_P3412_R1,2024,2,259.5,1015.904979,534.2592592,-741.1457195,,0,0
1041,streatham,STREATHAM_S11_P0000_R3,2023,1,292.5,1225.4225,1525.8,7.8775,,0,0
1042,streatham,STREATHAM_S1.1_P1212_R3,2023,1,307,1225.4,2267.19,734.79,,0,0
1043,streatham,STREATHAM_S1.1_P1212_R3,2024,2,248.5,1075.087013,1055.275537,-268.3114756,,0,0
1044,streatham,STREATHAM_S3_P3412_R1,2023,1,307,1275.4,2663.404,1081.004,,0,0
1045,streatham,STREATHAM_S3_P3412_R1,2024,2,215.5,859.9486975,870.3703704,-205.078327,,0,0
1046,streatham,STREATHAM_S7_P2341_R1,2023,1,226.5,961.9,0,-1188.4,,0,0
1047,streatham,STREATHAM_S7_P2341_R1,2024,2,215.5,815.4328279,1132.654321,101.7214929,,0,0
1048,streatham,STREATHAM_S13_P0000_R2,2023,1,226.5,961.9,0,-1188.4,,0,0
1049,streatham,STREATHAM_S13_P0000_R2,2024,2,185,1833,0,-2018,,0,0
1050,streatham,STREATHAM_S12_P0000_R3,2023,1,296,1399.8676,1365.54,-330.3276,,0,0
1051,streatham,STREATHAM_S2.1_P3412_R2,2023,1,296,1352.3676,1874.73,226.3624,,0,0
1052,streatham,STREATHAM_S2.1_P3412_R2,2024,2,259.5,1084.72681,1500,155.7731897,,0,0
1053,streatham,STREATHAM_S2.2_P2341_R3,2023,1,307,1275.4,2703.834,1121.434,,0,0
1054,streatham,STREATHAM_S2.2_P2341_R3,2024,2,259.5,1111.250761,911.122312,-459.6284492,,0,0
1055,streatham,STREATHAM_S3_P4123_R3,2023,1,296,1399.8676,2186.91,491.0424,,0,0
1056,streatham,STREATHAM_S3_P4123_R3,2024,2,240,836.633,2251.512097,1174.879097,,0,0
1057,streatham,STREATHAM_S1.4_P2121_R1,2023,1,296,1442.3676,1811.37,73.0024,,0,0
1058,streatham,STREATHAM_S1.4_P2121_R1,2024,2,248.5,903.0347554,0,-1151.534755,,0,0
1059,streatham,STREATHAM_S3_P3412_R3,2023,1,307,1275.4,2440.106,857.706,,0,0
1060,streatham,STREATHAM_S3_P3412_R3,2024,2,215.5,859.9486975,1022.009409,-53.43928882,,0,0
1061,streatham,STREATHAM_S2.3_P3412_R2,2023,1,296,1414.8676,1551,-159.8676,,0,0
1062,streatham,STREATHAM_S2.3_P3412_R2,2024,2,259.5,1015.904979,1341.666667,66.26168816,,0,0
1063,streatham,STREATHAM_S3_P1234_R2,2023,1,292.5,1266.35,1124.82,-434.03,,0,0
1064,streatham,STREATHAM_S3_P1234_R2,2024,2,215.5,867.2489583,1198.148148,115.3991898,,0,0
1065,streatham,STREATHAM_S1.3_P1212_R1,2023,1,279,1160.4,2420.824,981.424,,0,0
1066,streatham,STREATHAM_S1.3_P1212_R1,2024,2,240,831.6826,860.1851851,-211.4974149,,0,0
1067,streatham,STREATHAM_S6.1_P1231_R1,2023,1,226.5,961.9,0,-1188.4,,0,0
1068,streatham,STREATHAM_S6.1_P1231_R1,2024,2,226.5,925.4431178,1450.286196,298.3430778,,0,0
1069,streatham,STREATHAM_S2.3_P1234_R3,2023,1,270.5,1200.1525,1586.52,115.8675,,0,0
1070,streatham,STREATHAM_S2.3_P1234_R3,2023,2,281.5,1000.508277,1849.697581,567.6893037,,0,0
1071,edillilie,EDILLILIE_S1.1_P2121_R3,2023,1,160.5,171.0286,1335.84,1004.3114,,0,0
1072,edillilie,EDILLILIE_S2.2_P2341_R3,2023,1,160.5,266.847,986.492,559.145,,0,0
1073,edillilie,EDILLILIE_S1.1_P2121_R2,2023,1,171.5,171.0286,1219.35,876.8214,,0,0
1074,edillilie,EDILLILIE_S2.1_P2341_R1,2023,1,160.5,266.847,1189.264,761.917,,0,0
1075,edillilie,EDILLILIE_S2.1_P2341_R3,2023,1,149.5,266.847,928.024,511.677,,0,0
1076,edillilie,EDILLILIE_S1.3_P1212_R1,2023,1,171.5,266.847,1288.162,849.815,,0,0
1077,edillilie,EDILLILIE_S2.2_P1234_R1,2023,1,171.5,108.853,1021.8,741.447,,0,0
1078,edillilie,EDILLILIE_S1.2 _P1212_R1,2023,1,171.5,266.847,1288.162,849.815,,0,0
1079,edillilie,EDILLILIE_S2.2 _P2341_R1,2023,1,160.5,266.847,1168.738,741.391,,0,0
1080,edillilie,EDILLILIE_S1.3_P2121_R1,2023,1,160.5,171.0286,1105.5,773.9714,,0,0
1081,edillilie,EDILLILIE_S2.2_P3412_R3,2023,1,160.5,171.0286,1247.73,916.2014,,0,0
1082,edillilie,EDILLILIE_S2.2_P4123_R3,2023,1,171.5,171.0286,1261.92,919.3914,,0,0
1083,edillilie,EDILLILIE_S1.2 _P2121_R1,2023,1,171.5,171.0286,1400.19,1057.6614,,0,0
1084,edillilie,EDILLILIE_S2.1_P3412_R2,2023,1,149.5,171.0286,1422.3,1101.7714,,0,0
1085,edillilie,EDILLILIE_S2.2_P2341_R2,2023,1,160.5,266.847,997.688,570.341,,0,0
1086,edillilie,EDILLILIE_S2.2_P1234_R2,2023,1,171.5,108.853,1114.1,833.747,,0,0
1087,edillilie,EDILLILIE_S2.2_P4123_R2,2023,1,171.5,171.0286,1046.1,703.5714,,0,0
1088,edillilie,EDILLILIE_S3_P3412_R2,2023,1,171.5,171.0286,1163.25,820.7214,,0,0
1089,edillilie,EDILLILIE_S1.3_P2121_R3,2023,1,160.5,171.0286,1340.13,1008.6014,,0,0
1090,edillilie,EDILLILIE_S1.3_P1212_R3,2023,1,149.5,266.847,1110.892,694.545,,0,0
1091,edillilie,EDILLILIE_S2.1_P3412_R3,2023,1,160.5,171.0286,1252.68,921.1514,,0,0
1092,edillilie,EDILLILIE_S2.1_P1234_R2,2023,1,160.5,108.853,1069.9,800.547,,0,0
1093,edillilie,EDILLILIE_S2.1_P4123_R2,2023,1,171.5,171.0286,1329.9,987.3714,,0,0
1094,edillilie,EDILLILIE_S1.1 _P2121_R1,2023,1,171.5,171.0286,1330.89,988.3614,,0,0
1095,edillilie,EDILLILIE_S3_P2341_R1,2023,1,160.5,266.847,1178.068,750.721,,0,0
1096,edillilie,EDILLILIE_S3_P2341_R3,2023,1,160.5,266.847,1164.384,737.037,,0,0
1097,edillilie,EDILLILIE_S3_P4123_R3,2023,1,160.5,171.0286,1206.81,875.2814,,0,0
1098,edillilie,EDILLILIE_S3_P4123_R1,2023,1,171.5,171.0286,1269.18,926.6514,,0,0
1099,edillilie,EDILLILIE_S2.1_P3412_R1,2023,1,149.5,171.0286,1405.14,1084.6114,,0,0
1100,edillilie,EDILLILIE_S1.1_P1212_R3,2023,1,149.5,266.847,1053.046,636.699,,0,0
1101,edillilie,EDILLILIE_S2.2_P4123_R1,2023,1,160.5,171.0286,1199.55,868.0214,,0,0
1102,edillilie,EDILLILIE_S1.2 _P1212_R3,2023,1,160.5,266.847,914.34,486.993,,0,0
1103,edillilie,EDILLILIE_S2.2_P3412_R2,2023,1,171.5,171.0286,1228.26,885.7314,,0,0
1104,edillilie,EDILLILIE_S1.3_P1212_R2,2023,1,149.5,266.847,1155.676,739.329,,0,0
1105,edillilie,EDILLILIE_S1.2 _P2121_R3,2023,1,149.5,171.0286,1329.9,1009.3714,,0,0
1106,edillilie,EDILLILIE_S1.3_P2121_R2,2023,1,171.5,171.0286,1239.15,896.6214,,0,0
1107,edillilie,EDILLILIE_S2.1_P4123_R3,2023,1,171.5,171.0286,1191.63,849.1014,,0,0
1108,edillilie,EDILLILIE_S2.2_P3412_R1,2023,1,160.5,171.0286,1341.45,1009.9214,,0,0
1109,edillilie,EDILLILIE_S3_P1234_R2,2023,1,160.5,108.853,804.06,534.707,,0,0
